Job Title,Job Description,link,price,combined
Web Scraping for Business Data from Companies House,"We are seeking a skilled freelancer to scrape the Companies House website (https://www.gov.uk/get-information-about-a-company) for specific businesses based on sector, location, and revenue size. Further data enrichment will be necessary. Deliverables: - Comprehensive list of targeted companies filtered by specified sector, location, and revenue size criteria - Email addresses for each identified company (through data enrichment processes) - Postal addresses for each identified company - Director contact details for each company (names, positions, and available contact information) - Accurate and structured data delivered in a timely manner The ideal candidate should have experience in web scraping and data extraction, and be able to deliver accurate and structured data in a timely manner.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-for-business-data-from-companies-house-4389742,$681,"web scraping for business data from companies house we are seeking a skilled freelancer to scrape the companies house website (https://www.gov.uk/get-information-about-a-company) for specific businesses based on sector, location, and revenue size. further data enrichment will be necessary. deliverables: - comprehensive list of targeted companies filtered by specified sector, location, and revenue size criteria - email addresses for each identified company (through data enrichment processes) - postal addresses for each identified company - director contact details for each company (names, positions, and available contact information) - accurate and structured data delivered in a timely manner the ideal candidate should have experience in web scraping and data extraction, and be able to deliver accurate and structured data in a timely manner."
Website Data mining,"I'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. Unfortunately, I no longer have access to the source code, but I have a video explanation that demonstrates the full platform and functionality.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/website-data-mining-4395160,$374,"website data mining i'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. unfortunately, i no longer have access to the source code, but i have a video explanation that demonstrates the full platform and functionality."
Fix PHP Puphpeteer Scraper,"I have a PHP script using Puphpeteer to scrape pricing data from dynamic web pages and store the results in a MySQL database. It used to run fine on a cPanel environment, but since moving to a new hosting setup, it’s no longer working properly. The script connects to Browserless.io, opens a page, waits for JavaScript-rendered content (typically a grid of offers), extracts brand names and prices, and updates a table in MySQL. It handles both multiple prices and conditions to get from a page.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/fix-php-puphpeteer-scraper-4391886,$34/hr,"fix php puphpeteer scraper i have a php script using puphpeteer to scrape pricing data from dynamic web pages and store the results in a mysql database. it used to run fine on a cpanel environment, but since moving to a new hosting setup, it’s no longer working properly. the script connects to browserless.io, opens a page, waits for javascript-rendered content (typically a grid of offers), extracts brand names and prices, and updates a table in mysql. it handles both multiple prices and conditions to get from a page."
Gov Data Pulling App,"I am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the United Kingdom. The app would periodically retrieve open data from credible UK sources like data.gov.uk through public APIs and display metrics and statistics in an easy-to-read format. Examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. Users should be able to filter the data by location, demographic and time period. The frontend would have a clean, minimalistic interface optimized for both iPhone and Android. Data sets must be refreshed regularly through automated weekly/monthly calls to data sources. Backend services are needed to store cached results, handle API tokens and authenticate data sources. Developer is expected to research authoritative UK agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. Security, privacy and legal compliance with relevant open data licenses and terms of use is a must. Unit testing, continuous integration and monitoring are important to ensure high performance and uptime. The app should work offline by storing common queries locally when internet is unavailable. Documentation for app architecture, data sources and expansion roadmap must be provided. Interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget.",https://www.peopleperhour.com/freelance-jobs/technology-programming/mobile-app-development/gov-data-pulling-app-4392853,$539,"gov data pulling app i am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the united kingdom. the app would periodically retrieve open data from credible uk sources like data.gov.uk through public apis and display metrics and statistics in an easy-to-read format. examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. users should be able to filter the data by location, demographic and time period. the frontend would have a clean, minimalistic interface optimized for both iphone and android. data sets must be refreshed regularly through automated weekly/monthly calls to data sources. backend services are needed to store cached results, handle api tokens and authenticate data sources. developer is expected to research authoritative uk agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. security, privacy and legal compliance with relevant open data licenses and terms of use is a must. unit testing, continuous integration and monitoring are important to ensure high performance and uptime. the app should work offline by storing common queries locally when internet is unavailable. documentation for app architecture, data sources and expansion roadmap must be provided. interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget."
Populate Form Field From API Data,"Hi, I need help adding a new form field and filling it with data from a custom API. It’s a straightforward job, but it’s a bit urgent. So, please only reach out if you’re available to get it done within the next few hours after accepting a proposal. Thanks, Tim",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/populate-form-field-from-api-data-4394661,$60,"populate form field from api data hi, i need help adding a new form field and filling it with data from a custom api. it’s a straightforward job, but it’s a bit urgent. so, please only reach out if you’re available to get it done within the next few hours after accepting a proposal. thanks, tim"
I need a Ai search facility for tech drawings and manuals,"Description: I need someone to build a piece of software that allows engineers to search through a large library of technical documentation (around 300GB of PDFs, scanned manuals, and electrical diagrams) using natural language. This software will be used by marine engineers to ask questions like: “Where is the 24VDC power supplied from for Cabin 12 lighting?” The tool should return accurate answers based on the content of the documents, ideally showing the source (e.g. file name and page). Some of the documents include wiring diagrams and line drawings, so it must also be able to interpret and return information from image-based content, not just text. Key requirements: • Runs as a standalone Windows application • Has a simple, user-friendly chat interface • Can process and index large volumes of documents (PDFs, images, scanned content) • Understands and extracts data from both text and diagrams • Uses AI to return accurate answers to engineering queries • Stores all data locally and securely (only API requests for AI if needed) This needs to be a real, usable software product — not a prototype or script — ideally something that could be installed via .exe or similar and used by non-technical crew onboard. Please include relevant experience or past projects when applying. Price is just there for posting job, please send realistic proposal. No, I cannot upload 300GB to a chatgpt cloud.",https://www.peopleperhour.com/freelance-jobs/artificial-intelligence/artificial-intelligence-software-development/i-need-a-ai-search-facility-for-tech-drawings-and-manuals-4392667,$399,"i need a ai search facility for tech drawings and manuals description: i need someone to build a piece of software that allows engineers to search through a large library of technical documentation (around 300gb of pdfs, scanned manuals, and electrical diagrams) using natural language. this software will be used by marine engineers to ask questions like: “where is the 24vdc power supplied from for cabin 12 lighting?” the tool should return accurate answers based on the content of the documents, ideally showing the source (e.g. file name and page). some of the documents include wiring diagrams and line drawings, so it must also be able to interpret and return information from image-based content, not just text. key requirements: • runs as a standalone windows application • has a simple, user-friendly chat interface • can process and index large volumes of documents (pdfs, images, scanned content) • understands and extracts data from both text and diagrams • uses ai to return accurate answers to engineering queries • stores all data locally and securely (only api requests for ai if needed) this needs to be a real, usable software product — not a prototype or script — ideally something that could be installed via .exe or similar and used by non-technical crew onboard. please include relevant experience or past projects when applying. price is just there for posting job, please send realistic proposal. no, i cannot upload 300gb to a chatgpt cloud."
Cloud System Setup for Data Entry Workflow,"I am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. The purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/cloud-system-setup-for-data-entry-workflow-4392959,$488,"cloud system setup for data entry workflow i am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. the purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools."
Cloud System Setup for Data Entry Workflow,"I am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. The purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools.",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/cloud-system-setup-for-data-entry-workflow-4392955,$235,"cloud system setup for data entry workflow i am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. the purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools."
Data scraping from list of websites,"Need email address data pulling from these sites please: England Squash: https://www.englandsquash.com/find-a-club LTA (Tennis): https://clubspark.lta.org.uk/ RFU (Rugby): https://www.englandrugby.com/find-rugby FA Grassroots Football: https://www.englandfootball.com/play/adult-football Martial Arts (Mixed): Check governing bodies like British Judo, Karate Union of Great Britain ECB Cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/data-scraping-from-list-of-websites-4390312,$136,"data scraping from list of websites need email address data pulling from these sites please: england squash: https://www.englandsquash.com/find-a-club lta (tennis): https://clubspark.lta.org.uk/ rfu (rugby): https://www.englandrugby.com/find-rugby fa grassroots football: https://www.englandfootball.com/play/adult-football martial arts (mixed): check governing bodies like british judo, karate union of great britain ecb cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/"
Website Data mining,"I'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. Unfortunately, I no longer have access to the source code, but I have a video explanation that demonstrates the full platform and functionality.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/website-data-mining-4395160,$374,"website data mining i'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. unfortunately, i no longer have access to the source code, but i have a video explanation that demonstrates the full platform and functionality."
Custom Cryptocurrency ASIC mining Chip,"I’m looking for an experienced ASIC engineer or hardware consultant to help develop a custom low-power ASIC chip designed to mine the Kaspa cryptocurrency, which uses the kHeavyHash algorithm. The goal is to create a compact, USB-powered miner (similar in concept to Bitaxe for Bitcoin), intended for hobbyists and solo miners. The project will be fully open-source, and we are building both the ASIC and supporting control board (likely with an ESP32 or STM32 microcontroller). I’m a non-technical founder leading this initiative, and I need someone who can: • Advise on or create the ASIC design (based on the open kHeavyHash spec) • Suggest or manage FPGA prototyping (if needed) • Prepare the design for low-volume fabrication (ideally <5W–50W power budget) • Work with or provide input for PCB/control board integration The ideal candidate will have experience with: • Crypto mining ASICs (Bitcoin, Ethereum, or altcoin mining chips) • FPGA-to-ASIC transitions (helpful but not required) • Low-power chip design and Stratum/miner protocol integration This is an exciting opportunity to help launch the first open-source Kaspa ASIC miner, and potentially contribute long-term as the project scales.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/custom-cryptocurrency-asic-mining-chip-4394309,$494,"custom cryptocurrency asic mining chip i’m looking for an experienced asic engineer or hardware consultant to help develop a custom low-power asic chip designed to mine the kaspa cryptocurrency, which uses the kheavyhash algorithm. the goal is to create a compact, usb-powered miner (similar in concept to bitaxe for bitcoin), intended for hobbyists and solo miners. the project will be fully open-source, and we are building both the asic and supporting control board (likely with an esp32 or stm32 microcontroller). i’m a non-technical founder leading this initiative, and i need someone who can: • advise on or create the asic design (based on the open kheavyhash spec) • suggest or manage fpga prototyping (if needed) • prepare the design for low-volume fabrication (ideally <5w–50w power budget) • work with or provide input for pcb/control board integration the ideal candidate will have experience with: • crypto mining asics (bitcoin, ethereum, or altcoin mining chips) • fpga-to-asic transitions (helpful but not required) • low-power chip design and stratum/miner protocol integration this is an exciting opportunity to help launch the first open-source kaspa asic miner, and potentially contribute long-term as the project scales."
Populate Form Field From API Data,"Hi, I need help adding a new form field and filling it with data from a custom API. It’s a straightforward job, but it’s a bit urgent. So, please only reach out if you’re available to get it done within the next few hours after accepting a proposal. Thanks, Tim",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/populate-form-field-from-api-data-4394661,$60,"populate form field from api data hi, i need help adding a new form field and filling it with data from a custom api. it’s a straightforward job, but it’s a bit urgent. so, please only reach out if you’re available to get it done within the next few hours after accepting a proposal. thanks, tim"
Gov Data Pulling App,"I am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the United Kingdom. The app would periodically retrieve open data from credible UK sources like data.gov.uk through public APIs and display metrics and statistics in an easy-to-read format. Examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. Users should be able to filter the data by location, demographic and time period. The frontend would have a clean, minimalistic interface optimized for both iPhone and Android. Data sets must be refreshed regularly through automated weekly/monthly calls to data sources. Backend services are needed to store cached results, handle API tokens and authenticate data sources. Developer is expected to research authoritative UK agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. Security, privacy and legal compliance with relevant open data licenses and terms of use is a must. Unit testing, continuous integration and monitoring are important to ensure high performance and uptime. The app should work offline by storing common queries locally when internet is unavailable. Documentation for app architecture, data sources and expansion roadmap must be provided. Interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget.",https://www.peopleperhour.com/freelance-jobs/technology-programming/mobile-app-development/gov-data-pulling-app-4392853,$539,"gov data pulling app i am seeking an experienced mobile app developer to build an application that extracts and presents key government data sets to users in the united kingdom. the app would periodically retrieve open data from credible uk sources like data.gov.uk through public apis and display metrics and statistics in an easy-to-read format. examples include health metrics, economic indicators, environmental benchmarks and educational outcomes. users should be able to filter the data by location, demographic and time period. the frontend would have a clean, minimalistic interface optimized for both iphone and android. data sets must be refreshed regularly through automated weekly/monthly calls to data sources. backend services are needed to store cached results, handle api tokens and authenticate data sources. developer is expected to research authoritative uk agencies, evaluate available open data resources and curate the most relevant and frequently updated metrics for the app. security, privacy and legal compliance with relevant open data licenses and terms of use is a must. unit testing, continuous integration and monitoring are important to ensure high performance and uptime. the app should work offline by storing common queries locally when internet is unavailable. documentation for app architecture, data sources and expansion roadmap must be provided. interested developers please review requirements and respond with examples of similar work experience and estimated timeline to complete this project within agreed budget."
Cloud System Setup for Data Entry Workflow,"I am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. The purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/cloud-system-setup-for-data-entry-workflow-4392959,$488,"cloud system setup for data entry workflow i am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. the purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools."
Cloud System Setup for Data Entry Workflow,"I am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. The purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools.",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/cloud-system-setup-for-data-entry-workflow-4392955,$235,"cloud system setup for data entry workflow i am looking for a smart and reliable developer or system administrator to help me build a secure, cloud-based data entry workflow system. the purpose is to manage remote workers efficiently using virtual machines, web forms, and browser automation tools."
Expert Data Scraper Wanted,"We are looking for a highly skilled web scraping expert to extract structured business data from UK business directories, company websites, and Facebook business pages. Key Requirements: ✅ Expert in scraping business directories & dynamic websites ✅ 100% accurate data — NO DUPLICATES ✅ FAST turnaround ✅ Ability to handle large volumes of data ✅ UK-based business data ONLY ✅ Automated scraping (scripts / tools) required — no manual copy/paste ✅ Final delivery: CSV / Excel / Google Sheets Data Fields Required (for each business): Business Name Address Postcode Phone Number (Landline) Mobile Number (if available) If mobile number is not present in the directory, your script must visit the business website and attempt to extract the mobile number. Website URL Email (if available) Business Description (if available) If not present in the directory, your script must attempt to extract this from the business website. Category Bonus / Extra Opportunity:",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/expert-data-scraper-wanted-4390383,$1K,"expert data scraper wanted we are looking for a highly skilled web scraping expert to extract structured business data from uk business directories, company websites, and facebook business pages. key requirements: ✅ expert in scraping business directories & dynamic websites ✅ 100% accurate data — no duplicates ✅ fast turnaround ✅ ability to handle large volumes of data ✅ uk-based business data only ✅ automated scraping (scripts / tools) required — no manual copy/paste ✅ final delivery: csv / excel / google sheets data fields required (for each business): business name address postcode phone number (landline) mobile number (if available) if mobile number is not present in the directory, your script must visit the business website and attempt to extract the mobile number. website url email (if available) business description (if available) if not present in the directory, your script must attempt to extract this from the business website. category bonus / extra opportunity:"
Data scraping from list of websites,"Need email address data pulling from these sites please: England Squash: https://www.englandsquash.com/find-a-club LTA (Tennis): https://clubspark.lta.org.uk/ RFU (Rugby): https://www.englandrugby.com/find-rugby FA Grassroots Football: https://www.englandfootball.com/play/adult-football Martial Arts (Mixed): Check governing bodies like British Judo, Karate Union of Great Britain ECB Cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/data-scraping-from-list-of-websites-4390312,$136,"data scraping from list of websites need email address data pulling from these sites please: england squash: https://www.englandsquash.com/find-a-club lta (tennis): https://clubspark.lta.org.uk/ rfu (rugby): https://www.englandrugby.com/find-rugby fa grassroots football: https://www.englandfootball.com/play/adult-football martial arts (mixed): check governing bodies like british judo, karate union of great britain ecb cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/"
Web scraping tool,"I am seeking development of an automated web data extraction application. The tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. Rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. It should seamlessly navigate sites, interpret HTML/JavaScript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. User-interface for configuration and output should be intuitive and minimal. Primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. Experience with web scraping libraries such as Selenium, BeautifulSoup or Scrapy would be beneficial. Proficiency in Python is required for this project.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-tool-4382888,$449,"web scraping tool i am seeking development of an automated web data extraction application. the tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. it should seamlessly navigate sites, interpret html/javascript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. user-interface for configuration and output should be intuitive and minimal. primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. experience with web scraping libraries such as selenium, beautifulsoup or scrapy would be beneficial. proficiency in python is required for this project."
Web scraping tool,"I am seeking development of an automated web data extraction application. The tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. Rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. It should seamlessly navigate sites, interpret HTML/JavaScript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. User-interface for configuration and output should be intuitive and minimal. Primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. Experience with web scraping libraries such as Selenium, BeautifulSoup or Scrapy would be beneficial. Proficiency in Python is required for this project.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-tool-4382888,$449,"web scraping tool i am seeking development of an automated web data extraction application. the tool should programmatically access specific websites, gather contact email addresses embedded within pages, and compile the addresses into a single downloadable file. rather than manual browsing and copying, the application will retrieve email addresses directly from backend code through simulation of usual page loading. it should seamlessly navigate sites, interpret html/javascript to find contact strings in a specified format, and organize the yields into a clean spreadsheet format. user-interface for configuration and output should be intuitive and minimal. primary objectives include contact harvesting from numerous pages in an expedited unobtrusive manner and segmentation of the compiled addresses for simplified import into email marketing services. experience with web scraping libraries such as selenium, beautifulsoup or scrapy would be beneficial. proficiency in python is required for this project."
Data scraping from list of websites,"Need email address data pulling from these sites please: England Squash: https://www.englandsquash.com/find-a-club LTA (Tennis): https://clubspark.lta.org.uk/ RFU (Rugby): https://www.englandrugby.com/find-rugby FA Grassroots Football: https://www.englandfootball.com/play/adult-football Martial Arts (Mixed): Check governing bodies like British Judo, Karate Union of Great Britain ECB Cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/data-scraping-from-list-of-websites-4390312,$136,"data scraping from list of websites need email address data pulling from these sites please: england squash: https://www.englandsquash.com/find-a-club lta (tennis): https://clubspark.lta.org.uk/ rfu (rugby): https://www.englandrugby.com/find-rugby fa grassroots football: https://www.englandfootball.com/play/adult-football martial arts (mixed): check governing bodies like british judo, karate union of great britain ecb cricket: https://www.ecb.co.uk/play/find-a-club https://www.openactive.io/data-catalogue/"
Web Scraping for Business Data from Companies House,"We are seeking a skilled freelancer to scrape the Companies House website (https://www.gov.uk/get-information-about-a-company) for specific businesses based on sector, location, and revenue size. Further data enrichment will be necessary. Deliverables: - Comprehensive list of targeted companies filtered by specified sector, location, and revenue size criteria - Email addresses for each identified company (through data enrichment processes) - Postal addresses for each identified company - Director contact details for each company (names, positions, and available contact information) - Accurate and structured data delivered in a timely manner The ideal candidate should have experience in web scraping and data extraction, and be able to deliver accurate and structured data in a timely manner.",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/web-scraping-for-business-data-from-companies-house-4389742,$681,"web scraping for business data from companies house we are seeking a skilled freelancer to scrape the companies house website (https://www.gov.uk/get-information-about-a-company) for specific businesses based on sector, location, and revenue size. further data enrichment will be necessary. deliverables: - comprehensive list of targeted companies filtered by specified sector, location, and revenue size criteria - email addresses for each identified company (through data enrichment processes) - postal addresses for each identified company - director contact details for each company (names, positions, and available contact information) - accurate and structured data delivered in a timely manner the ideal candidate should have experience in web scraping and data extraction, and be able to deliver accurate and structured data in a timely manner."
B2C Data Scraping Specialist for Queens,"I'm seeking a skilled data scraper to gather B2C phone numbers from specific ZIP codes in Queens, New York. The target demographic is aged 23–55 years. The final dataset should include: - Phone number - Name - Email (if available) - Age/DOB - Address (if possible) The data should be delivered in CSV format. Ideal Skills and Experience: - Expertise in scraping public records - Familiarity with age filtering in data scraping - Ability to provide a substantial number of leads per ZIP code - Efficient turnaround time - Previous samples of similar work Please include details on your data sources, age filtering capabilities, expected leads per ZIP code, turnaround time, and if you can provide a sample with your bids.",https://www.peopleperhour.com/freelance-jobs/technology-programming/databases/b2c-data-scraping-specialist-for-queens-4387774,$500,"b2c data scraping specialist for queens i'm seeking a skilled data scraper to gather b2c phone numbers from specific zip codes in queens, new york. the target demographic is aged 23–55 years. the final dataset should include: - phone number - name - email (if available) - age/dob - address (if possible) the data should be delivered in csv format. ideal skills and experience: - expertise in scraping public records - familiarity with age filtering in data scraping - ability to provide a substantial number of leads per zip code - efficient turnaround time - previous samples of similar work please include details on your data sources, age filtering capabilities, expected leads per zip code, turnaround time, and if you can provide a sample with your bids."
Expert Data Scraper Wanted,"We are looking for a highly skilled web scraping expert to extract structured business data from UK business directories, company websites, and Facebook business pages. Key Requirements: ✅ Expert in scraping business directories & dynamic websites ✅ 100% accurate data — NO DUPLICATES ✅ FAST turnaround ✅ Ability to handle large volumes of data ✅ UK-based business data ONLY ✅ Automated scraping (scripts / tools) required — no manual copy/paste ✅ Final delivery: CSV / Excel / Google Sheets Data Fields Required (for each business): Business Name Address Postcode Phone Number (Landline) Mobile Number (if available) If mobile number is not present in the directory, your script must visit the business website and attempt to extract the mobile number. Website URL Email (if available) Business Description (if available) If not present in the directory, your script must attempt to extract this from the business website. Category Bonus / Extra Opportunity:",https://www.peopleperhour.com/freelance-jobs/technology-programming/data-science-analysis/expert-data-scraper-wanted-4390383,$1K,"expert data scraper wanted we are looking for a highly skilled web scraping expert to extract structured business data from uk business directories, company websites, and facebook business pages. key requirements: ✅ expert in scraping business directories & dynamic websites ✅ 100% accurate data — no duplicates ✅ fast turnaround ✅ ability to handle large volumes of data ✅ uk-based business data only ✅ automated scraping (scripts / tools) required — no manual copy/paste ✅ final delivery: csv / excel / google sheets data fields required (for each business): business name address postcode phone number (landline) mobile number (if available) if mobile number is not present in the directory, your script must visit the business website and attempt to extract the mobile number. website url email (if available) business description (if available) if not present in the directory, your script must attempt to extract this from the business website. category bonus / extra opportunity:"
Cold calling and Lead Scraping,Okay so I have a lead gen agency. We are looking for Cold callers and Data Scrapers in India. Would love to work with you. If you are interested we will have a small meeting about it and you can join next month!...Just Email us,https://www.peopleperhour.com/freelance-jobs/marketing-branding-sales/sales-calls/cold-calling-and-lead-scraping-4393841,$$,cold calling and lead scraping okay so i have a lead gen agency. we are looking for cold callers and data scrapers in india. would love to work with you. if you are interested we will have a small meeting about it and you can join next month!...just email us
Google Sheet Dashboard Creation,I am looking for someone to build a dashboard on Google Sheets that is capable of integrating with and data scraping from Companies House and HMRC's website I have attached a brief of the project so would welcome answers and proof of workings around that and suggestions for implementation,https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/google-sheet-dashboard-creation-4388540,$451,google sheet dashboard creation i am looking for someone to build a dashboard on google sheets that is capable of integrating with and data scraping from companies house and hmrc's website i have attached a brief of the project so would welcome answers and proof of workings around that and suggestions for implementation
"Develop Dashboard for GST, Startup, Import-Export & MSME Data","Description: I am looking for a highly skilled full-stack developer or agency to build a data intelligence website focused on Indian economic and business datasets. The platform will aggregate and display insights from four major categories: 1. GST Data (via GSP or scraping sources) 2. Startup Data (DPIIT/Startup India/API scraping) 3. Import/Export Data (DGFT/ICEGATE) 4.MSME Data (Udyam Portal/MSME Ministry) Key Features Required: 1. Search & Filter Interface for each data type 2. Admin panel for data uploads (CSV/API Integration) 3. Data visualizations (charts, graphs, trends) 4. User authentication system (Login/Signup) 5. Data download/export options (CSV, XLSX) 6. Responsive & clean UI Preferred Tech Stack: A. Frontend: React.js / Next.js (Tailwind preferred) B. Backend: Node.js / Python (FastAPI/Django) C. Database: PostgreSQL or MongoDB D. Deployment: AWS / Vercel / Render Deliverables: 1. Fully functional and responsive website 2. Source code with documentation 3. Admin panel to manage and update datasets 4. Sample data upload or scraper setup for at least one data category Required Experience: A. Experience working with Indian government data (MCA, GST, DGFT, etc.) B. API integrations and web scraping C. Frontend/backend full-stack development D. Strong understanding of data structure and performance optimization Project Timeline: 4-6 weeks. Budget: Open to proposals (please quote your fixed bid) To Apply, Please Provide: 1. Portfolio of similar dashboards or data-heavy projects 2. Suggested tech stack and approach for this project",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/develop-dashboard-for-gst-startup-import-export-msme-dat-4390423,$55,"develop dashboard for gst, startup, import-export & msme data description: i am looking for a highly skilled full-stack developer or agency to build a data intelligence website focused on indian economic and business datasets. the platform will aggregate and display insights from four major categories: 1. gst data (via gsp or scraping sources) 2. startup data (dpiit/startup india/api scraping) 3. import/export data (dgft/icegate) 4.msme data (udyam portal/msme ministry) key features required: 1. search & filter interface for each data type 2. admin panel for data uploads (csv/api integration) 3. data visualizations (charts, graphs, trends) 4. user authentication system (login/signup) 5. data download/export options (csv, xlsx) 6. responsive & clean ui preferred tech stack: a. frontend: react.js / next.js (tailwind preferred) b. backend: node.js / python (fastapi/django) c. database: postgresql or mongodb d. deployment: aws / vercel / render deliverables: 1. fully functional and responsive website 2. source code with documentation 3. admin panel to manage and update datasets 4. sample data upload or scraper setup for at least one data category required experience: a. experience working with indian government data (mca, gst, dgft, etc.) b. api integrations and web scraping c. frontend/backend full-stack development d. strong understanding of data structure and performance optimization project timeline: 4-6 weeks. budget: open to proposals (please quote your fixed bid) to apply, please provide: 1. portfolio of similar dashboards or data-heavy projects 2. suggested tech stack and approach for this project"
Fix PHP Puphpeteer Scraper,"I have a PHP script using Puphpeteer to scrape pricing data from dynamic web pages and store the results in a MySQL database. It used to run fine on a cPanel environment, but since moving to a new hosting setup, it’s no longer working properly. The script connects to Browserless.io, opens a page, waits for JavaScript-rendered content (typically a grid of offers), extracts brand names and prices, and updates a table in MySQL. It handles both multiple prices and conditions to get from a page.",https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/fix-php-puphpeteer-scraper-4391886,$34/hr,"fix php puphpeteer scraper i have a php script using puphpeteer to scrape pricing data from dynamic web pages and store the results in a mysql database. it used to run fine on a cpanel environment, but since moving to a new hosting setup, it’s no longer working properly. the script connects to browserless.io, opens a page, waits for javascript-rendered content (typically a grid of offers), extracts brand names and prices, and updates a table in mysql. it handles both multiple prices and conditions to get from a page."
Website Data mining,"I'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. Unfortunately, I no longer have access to the source code, but I have a video explanation that demonstrates the full platform and functionality.",https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/website-data-mining-4395160,$374,"website data mining i'm looking for an experienced data mining developer to help me rebuild a solution that was previously developed by another freelancer. unfortunately, i no longer have access to the source code, but i have a video explanation that demonstrates the full platform and functionality."
